5.88	6.36	6.79	7.27	7.72	8.14	8.62	9.09	9.49	9.95	10.45	10.9	11.36	12.27	12.72	13.18	13.54	14.02	14.52	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.79	22.22	22.63	23.17	23.63	24.08	24.53	24.99	25.44	25.9	26.33	26.81	27.23	27.71	28.14	28.62	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.24	37.71	38.16	38.56	38.98	39.63	40.15	40.63	41.28																																
9.09	9.47	10	10.41	10.9	11.36	11.81	12.27	12.72	13.18	13.63	14.08	14.54	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.26	22.72	23.17	23.63	24.08	24.53	24.99	25.44	25.9	26.35	26.81	27.26	27.71	28.1	28.62	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.26	37.71	38.16	38.62	39.07	39.53	39.96	40.44	40.89	41.7	42.16	42.7	43.19	43.68	44.18	44.53	44.97	45.63	46	46.56																											
5.91	6.31	6.82	7.23	7.67	8.18	8.57	8.98	9.4	10	10.32	10.79	11.36	11.81	12.27	12.63	13.18	13.63	14.08	14.54	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.5	19.99	20.45	20.9	21.35	21.81	22.2	22.72	23.12	23.63	24.53	24.99	25.44	25.85	26.27	26.81	27.26	27.68	28.15	28.52	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.75	37.26	37.71	38.16	38.62	39.07	39.53	39.98	40.44	40.89	41.34	41.76	42.25	43.16	43.62	44.04	44.53	45.01	45.43	45.89	46.34	46.8	50.43	52.25																		
6.36	6.77	7.27	7.72	8.14	8.6	9.09	9.54	10	10.45	10.83	11.32	11.81	12.27	12.72	13.18	13.56	14.08	14.54	14.99	15.45	15.9	16.36	16.8	17.26	17.73	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.17	22.6	23.12	23.63	24.08	24.53	24.99	25.44	25.9	26.31	26.81	27.23	27.71	28.02	28.54	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.22	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.74	37.26	37.71	38.16	38.62	39.07	39.95	40.44	40.89	41.34	41.72	42.25	42.71	43.16	43.62	44.04	44.53	44.98	45.4	45.89	46.34	46.8	52.25																			
7.27	7.74	8.13	8.63	9.03	9.54	9.92	10.45	10.85	11.36	11.81	12.27	12.72	13.13	13.59	14.08	14.54	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.27	22.72	23.17	23.63	24.08	24.53	24.99	25.44	25.9	26.3	26.81	27.26	27.71	28.17	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.77	37.26	37.71	38.16	38.62	39.07	39.53	39.98	40.44	40.89	41.34	41.78	42.25	42.71	43.16	43.6	44.07	44.53	44.98	45.4	45.89	46.34	46.8	47.14	47.63	48.16	48.55	49.02	49.52	49.98	50.35	50.86	51.34												
8.17	8.56	9.09	9.54	10	10.45	10.9	11.36	11.81	12.72	13.18	13.63	14.08	14.54	14.92	15.34	15.82	16.34	16.8	17.22	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.26	22.62	23.17	23.63	23.99	24.53	24.99	25.44	25.9	26.35	26.81	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.55	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.26	37.71	38.1	38.62	39.07																																													
6.82	8.11	8.62	9.09	9.54	10	10.45	10.9	11.32	12.27	13.18	13.63	14.08	14.54	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.83	21.35	21.81	22.18	22.58	23.17	23.63	23.98	24.53	24.99	25.44	25.9	26.35	26.81	27.19	27.6	28.05	28.59	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.66	37.15	37.63	38.13	38.64	39.17																																									
7.27	7.59	8.05	8.53	9.09	9.54	10.45	10.9	11.26	11.79	12.27	12.68	13.18	13.63	14.08	14.54	14.99	15.45	15.9	16.36	16.82	17.26	17.72	18.13	18.64	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.19	22.53	22.98	23.63	24.08	24.53	25.44	25.9	26.35	27.24	27.58	28.07	28.58	29.08	29.53	29.99	30.44	30.76	31.35	31.8	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.26	37.71	38.09	38.62	39.07	40.89	41.34	42.71	43.16	43.54	44.07	44.53	47.25	49.98	50.43	50.89	51.34	51.79	54.07	54.52	54.98	55.43	56.79	57.25																						
7.69	8.12	8.63	9.09	9.54	10.45	10.78	11.31	11.85	12.27	12.6	13.18	13.51	14.08	14.54	14.92	15.45	15.9	16.36	16.81	17.26	17.72	18.17	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.19	22.72	23.17	23.63	23.98	24.46	24.99	25.44	25.9	26.35	26.81	29.08	29.53	29.99	30.44	30.9	32.26	32.71	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.26	37.71	38.16	38.62	38.99	39.53	43.16	47.71																																											
7.25	7.72	8.18	8.63	9.09	9.51	10	10.45	10.9	11.28	11.81	12.22	12.72	13.18	13.52	13.99	14.54	14.99	15.45	15.9	16.36	16.81	17.26	17.72	18.13	18.63	19.08	19.54	19.99	20.45	20.9	21.35	21.81	22.22	22.67	23.63	24.08	24.53	24.99	25.44	25.9	26.35	27.26	28.62	29.08	29.53	29.99	30.44	30.9	31.35	31.8	32.26	33.17	33.62	34.08	34.53	34.98	35.44	35.89	36.35	36.8	37.26	37.63	38.14	38.62	39.03	39.52																																										
